Title,Name of BCI,Form-factor,Category of BCI,Date,Type of Media (tentative),Utopia/Dystopia - tech-wise,Level of invasiveness,reality factor,neurafictionality,neuroptimism,BCI forecast,Description,Keywords,Author/Directed by,Distributed by,Production Company,Near Future,Year,Utopia/Dystopia in the media,years since publication,prediction
Black Mirror,MASS,implant,"XR, emotions, manipulation",5-Oct-16,TV Series,dystopia,Invasive,0.230769231,0.038709677,0.167741935,26,"MASS is a neural implant that affects soldiers’ perception when they’re on the battlefield. Like the Mushroom game implant, MASS is an augmented reality device that adds information to the user’s perception. In the episode, though, it can also alter the user’s senses and perception. The MASS gives the soldier information about their surroundings as they fight on the battlefield and allows them to communicate with each other, but it’s also used to change what they see and experience to make them more effective.
In “Men Against Fire,” the MASS implant is used to alter soldiers’ perceptions so they see enemy humans as snarling monsters. The creatures are referred to as “roaches” in the episode, but they’re actually people who are victims of a genocidal campaign to “keep the human bloodline pure.” The MASS also suppresses the user’s sense of smell in the episode in order to make them less responsive to the smells of death they encounter. The approach is meant to make soldiers more effective and less likely to feel pangs of conscience when they fight the enemy.","XR, military, simulations",Charlie Brooker,Netflix,House of Tomorrow,20,2016,,6,2041
Rick and Morty,Series 9000 Brainalyzer,"energy beam, helmet, tool","XR, control of the user, termination",2-Oct-17,sitcom,dystopia,Non-invasive,0.038461538,0.032467532,0.844155844,130,"The Series 9000 Brainalyzer is the device used by Cornvelious Daniel, in The Rickshank Rickdemption, and the Galactic Federation in an attempt to obtain formula for interdimensional travel from Rick's brain. A session of its use will cause the subject's brain to be liquefied, which kills the subject and it also apparently shuts off when the subject's brain is liquified. A modified version of this instrument is used by Rick to switch between the bodies of various characters in his attempt to destroy the Citadel of Ricks and Galactic Federation.

In addition to its tendency to liquify the brains of its subjects in the event of a prolonged session, the Series 9000 appears to have technical limitations on what its 'actors' can do. While the actors in at least most Brainalyzer simulations will follow even the most ridiculous and impossible demands made by the subject (evidenced by Rick's lack of surprise when instructing the simulated Jerry to fold himself), the Series 9000's actors can be distinctly identified by their inability to fold themselves more than six times.","XR, assasination, consciousness, manipulation, memories, mind-sharing","Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season,125,2017,,5,2146
American Dad,brain scrambling device,implant,"brain washing, manipulation",27-Sep-11,sitcom,dystopia,Semi-invasive,0.180327869,0.06875,0.38125,61,brainwashing/behaviour changing device,brainwash,Seth MacFarlane,20th Television,"20th Television, Underdog Productions",50,2011,Dystopia,11,2071
Futurama,robot upgrading station,"chair, helmet",control of the user,1-Sep-02,sitcom,"dystopia, utopia",Non-invasive,1,0.118343195,0.118343195,20,brainwashing tool for robots - upgrading tool,"brainwash, manipulation","David X. Cohen, Ken Keeler, Matt Groening",20th Television,Rough Draft Studios,0,2002,"Dystopia, Utopia",20,2021
Suicide Squad,Thinking Cap,implant,stimulation,1-Aug-21,"Movie, comics","dystopia, utopia",Invasive,0.00990099,0.006666667,0.673333333,101,"The electrodes drilled into his skull, also serve the important purpose of Thinker being able to utilize his brain to its maximum potential, enabling him to really embody his name.",enhancement,James Gunn,Warner Bros. Pictures,"Atlas Entertainment, DC Films",100,2021,"Dystopia, Utopia",1,2121
Suicide Squad,Starro,lifeform,control of the user,1-Aug-21,"Movie, comics",dystopia,Semi-invasive,0.00990099,0.006666667,0.673333333,101,"Mind Control: Starro can, besides control individual targets via his parasites, mentally influence a sizable crowd of ordinary humans with relative ease. 
Remote Mental Influence: Even without a Starro parasite directly controlling a host, The larger Starro can influence minds on a more indirect level by reaching out to the dreaming within the resting subconscious mind. Able to appropriate induced sleep within a host to ensnare them within its own wakeless fantasy allowing it to probe and assimilate the minds of countless potential vessels that it can then seed with a smaller Starro organism later on. The victim/host will have nausea, headaches, fatigue, dizziness, migraines, heavy drowsiness, or blackouts while awake from Starro's telepathically effects.","group mind, parasites",James Gunn,Warner Bros. Pictures,"Atlas Entertainment, DC Films",100,2021,Dystopia,1,2121
All-Flash #12,Thinking Cap,implant,stimulation,1-Aug-43,"Movie, TV Series, comics","dystopia, utopia",Invasive,0.441340782,0.346491228,0.785087719,179,"The electrodes drilled into his skull, also serve the important purpose of Thinker being able to utilize his brain to its maximum potential, enabling him to really embody his name.",enhancement,Gardner Fox,Warner Bros. Television,Warner Bros. Television,100,1943,"Dystopia, Utopia",79,2121
Valerian and the City of a Thousand Planets,,energy beam,,27-Aug-17,"Movie, comics",utopia,Non-invasive,0.00990099,0.032467532,3.279220779,505,The Pearls can send out their soul or essence in the form of a wave to find a host if necessary,consciousness,Luc Besson,EuropaCorp Distribution,"EuropaCorp, TF1 Films Productions",500,2017,Utopia,5,2521
Valerian and the City of a Thousand Planets,,"bullet, helmet",control of the user,27-Aug-17,"Movie, comics","dystopia, utopia",Semi-invasive,0.090909091,0.032467532,0.357142857,55,weapon that takes control of another creature's body and allows it to be piloted by a remote control operator.,"distance interfacing, military",Luc Besson,EuropaCorp Distribution,"EuropaCorp, TF1 Films Productions",50,2017,"Dystopia, Utopia",5,2071
Valerian and the City of a Thousand Planets,,"helmet, hologram","dreams, linking, memory, reading thoughts",27-Aug-17,"Movie, comics","dystopia, utopia",Non-invasive,0.090909091,0.032467532,0.357142857,55,"Valerian's ship has a mind-scanning device that can read his thoughts, analyse his brainwaves and recreate images from his dreams.",memories,Luc Besson,EuropaCorp Distribution,"EuropaCorp, TF1 Films Productions",50,2017,"Dystopia, Utopia",5,2071
Valerian and the City of a Thousand Planets,Cortex Jellyfish,lifeform,"memory, tracking",27-Aug-17,"Movie, comics","dystopia, utopia",Non-invasive,0.032258065,0.032467532,1.006493506,155,"Cortex Jellyfishes inhabit the submerged areas on the south side of the Alpha space station such as the Galana Sea. They are often found attached to the blowholes of giant aquatic creatures called Bromosaurs where they feed off of the pure water that exits the blowhole. Due to living on the Bromosaurs' blowhole all year round, the Cortex Jellyfish become hypersensitive and one would have to be extremely delicate when dealing with them. Despite essentially acting as the wildlife of Alpha, the Cortex Jellyfishes are somewhat psychic and when a sapient being puts the Jellyfish on their head down to their shoulders and thinks of someone or something, the Cortex Jellyfish would show the current location of said person or object through a kind of osmosis. However, whoever chooses to use the Jellyfishes psychic abilities must take no longer than a minute to do so to prevent the Jellyfish from feeding on their memories.","memories, tracking",Luc Besson,EuropaCorp Distribution,"EuropaCorp, TF1 Films Productions",150,2017,"Dystopia, Utopia",5,2171
Valerian and the City of a Thousand Planets,Glamopod,lifeform,memory,27-Aug-17,"Movie, comics","dystopia, utopia",Non-invasive,0.019607843,0.032467532,1.655844156,255,"Glamopods possess psychic abilities to some extent. By making physical contact with another being, they can access their memories, which enables the Glamopod to assume the appearance and voice of someone they've never seen personally, but which is familiar to the person they're in contact with.",memories,Luc Besson,EuropaCorp Distribution,"EuropaCorp, TF1 Films Productions",250,2017,"Dystopia, Utopia",5,2271
Meet the Robinsons,Memory Scanner,helmet,memory,26-Aug-07,"Movie, comics","dystopia, utopia",Non-invasive,0.157894737,0.091463415,0.579268293,95,"The Memory Scanner is a machine created by Lewis to find his mother. Lewis entered it into Joyce Williams Elementary School science fair. Bowler Hat Guy (under the control of DOR-15) stole it and passed it off as his own. First, a date is typed into a keypad. Then, the user's helmet scans the brain for the corresponding memory, and displays it on the screen. The image is shown as though the viewer is watching through the user's eyes and listening through the user's ears.
It also appears to be able to record a memory for later viewing, as shown when Lewis watched DOR-15's takeover of the world until Lewis returns to the present, warning Goob about DOR-15's true intentions and telling DOR-15 that he will never invented her, restoring the future.",memories,Stephen Anderson,Buena Vista Pictures Distribution,"Walt Disney Animations, Walt Disney Pictures",80,2007,Utopia,15,2101
X-Men,,helmet,cerebral defense,23-Aug-63,"Movie, comics, game","dystopia, utopia",Non-invasive,0.746835443,0.283653846,0.379807692,79,"Telepathic Resistance/Immunity: The helmet protects its wearer from all but the strongest or most unexpected of telepathic attacks. This is achieved due to technology wired into the helmet itself. In the Ultimate Universe, Magneto's helmet protects him against psionic attacks. Quicksilver later copied the blueprints to mass produce it and sell it at the height of anti-Mutant hysteria after the Ultimatum event. A father was wearing a copy so he could murder his telepathic daughter in her sleep without either her or Jean Grey being alerted. Magneto may be able to create his signature helmet by manipulating any metal into the shape, this can be assumed, as despite the helmet being destroyed or taken from his possession, Magneto always has another.",cerebral defense,"Jack Kirby, Stan Lee",20th Century Fox,"20th Century Fox, Marvel Studios",20,1963,"Dystopia, Utopia",59,2041
Rick and Morty,Memory Shift Gun,gun,"memory, reality",16-Aug-21,"comics, game, sitcom","dystopia, utopia",Non-invasive,0.004975124,0.006666667,1.34,201,A gun that transports the user to the memories of their choosing - the bullets are the memories themselves. The bullets are derived from Memory Eraser Gun.,memories,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season,200,2021,"Dystopia, Utopia",1,2221
Rick and Morty,Meta-Cognition Scanner,tool,tracking,16-Aug-21,"comics, game, sitcom","dystopia, utopia",Non-invasive,0.013157895,0.006666667,0.506666667,76,scanner to track one's consciousness,tracking,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season,75,2021,"Dystopia, Utopia",1,2096
Rick and Morty,,tool,control of the user,1-Aug-21,"comics, game, sitcom",dystopia,Invasive,0.00990099,0.006666667,0.673333333,101,AI created an implant to fully control the human user ,manipulation,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season,100,2021,Dystopia,1,2121
Rick and Morty,IQ Enhancing Helmet,helmet,"animal control, communication",16-Aug-13,"comics, game, sitcom","dystopia, utopia",Non-invasive,0.152542373,0.056962025,0.373417722,59,"The helmet was initially was supposed to mind-control the dogs, but its AI made them extremely intelligent instead. Once it was placed on the dog, it eventually became smart enough to figure out a lot more things about how the humans have been treating him and modifies the helmet to let him communicate with them. He becomes a harsh and cruel dog who soon learns of the humans' mistreatment of the canine race and uses his upgraded intelligence to raise a dog army to take over the world.","animal-BCI, communication","Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season,50,2013,"Dystopia, Utopia",9,2071
